销售日期,扫码销售时间,单品编码,销量(千克),销售单价(元/千克),销售类型,是否打折销售
2020-08-27,20:34:14.027,102900005116714,0.476,8.0,销售,是
2020-08-27,20:35:24.835,102900005117056,0.198,7.6,销售,否
2020-08-27,20:35:24.937,102900005115793,0.273,18.0,销售,否
2020-08-27,20:35:27.055,102900005116714,0.489,8.0,销售,是
2020-08-27,20:35:40.087,102900005116714,0.401,8.0,销售,是
2020-08-27,20:36:25.951,102900005115908,0.389,8.0,销售,否
2020-08-27,20:36:49.811,102900005116714,0.877,8.0,销售,是
2020-08-27,20:36:57.001,102900005116547,0.491,10.0,销售,否
2020-08-27,20:36:57.344,102900005115984,0.49,9.0,销售,否
2020-08-27,20:37:09.320,102900005116530,0.387,23.8,销售,否
2020-08-27,20:37:09.416,102900011000328,0.426,8.0,销售,否
2020-08-27,20:37:20.995,102900005115908,0.564,8.0,销售,否
2020-08-27,20:37:21.394,102900005116714,0.363,8.0,销售,是
2020-08-27,20:37:21.595,102900005117056,0.264,7.6,销售,否
2020-08-27,20:37:28.456,102900005117056,0.383,7.6,销售,否
2020-08-27,20:37:28.873,102900005118831,1.0,6.9,销售,否
2020-08-27,20:37:28.950,102900005115779,0.326,8.0,销售,否
2020-08-27,20:37:39.248,102900005115823,0.681,10.0,销售,否
2020-08-27,20:37:51.898,102900005116714,0.426,8.0,销售,是
2020-08-27,20:38:25.050,102900005116714,0.363,8.0,销售,是
2020-08-27,20:38:25.135,102900011001806,1.0,5.9,销售,否
2020-08-27,20:38:25.213,102900005115908,0.589,8.0,销售,否
2020-08-27,20:38:35.181,102900005115984,0.323,9.0,销售,否
2020-08-27,20:39:23.280,102900005116714,0.414,8.0,销售,是
2020-08-27,20:39:52.712,102900005116714,0.514,8.0,销售,是
2020-08-27,20:39:53.006,102900005125815,0.331,10.0,销售,否
2020-08-27,20:42:48.998,102900005117056,0.383,7.6,销售,否
2020-08-27,20:43:08.342,102900005116714,0.451,8.0,销售,是
2020-08-27,20:45:23.826,102900005115762,0.602,6.0,销售,否
2020-08-27,20:45:38.079,102900005117056,0.712,7.6,销售,否
2020-08-27,20:45:39.148,102900005125815,0.391,10.0,销售,否
2020-08-27,20:45:59.233,102900005115779,0.188,8.0,销售,否
2020-08-27,20:45:59.316,102900005116547,0.451,10.0,销售,否
2020-08-27,20:45:59.572,102900005116790,0.489,8.0,销售,否
2020-08-27,20:46:00.026,102900005115984,0.267,9.0,销售,否
2020-08-27,20:46:09.147,102900005116714,0.852,8.0,销售,是
2020-08-27,20:47:45.713,102900005115823,0.17,10.0,销售,否
2020-08-27,20:47:45.797,102900005116714,0.401,8.0,销售,是
2020-08-27,20:47:50.326,102900005116530,0.168,23.8,销售,否
2020-08-27,20:47:57.233,102900005115984,0.445,9.0,销售,否
2020-08-27,20:47:57.954,102900005116714,0.426,8.0,销售,是
2020-08-27,20:47:58.052,102900011008522,0.777,8.0,销售,否
2020-08-27,20:47:58.445,102900005115908,0.238,8.0,销售,否
2020-08-27,20:48:28.798,102900005116530,0.13,23.8,销售,否
2020-08-27,20:48:32.990,102900005115786,0.276,8.0,销售,否
2020-08-27,20:50:14.905,102900005116547,0.421,10.0,销售,否
2020-08-27,20:51:22.820,102900005115793,0.284,18.0,销售,否
2020-08-27,20:51:23.021,102900005116714,0.313,8.0,销售,是
2020-08-27,20:51:23.315,102900005116790,0.576,8.0,销售,否
2020-08-27,20:51:35.151,102900005119944,0.289,18.0,销售,否
2020-08-27,20:51:35.347,102900005117056,0.369,7.6,销售,否
2020-08-27,20:51:35.445,102900005116714,0.464,8.0,销售,是
2020-08-27,20:51:35.542,102900005116943,0.02,10.0,销售,否
2020-08-27,20:53:45.557,102900011008522,0.977,8.0,销售,否
2020-08-27,20:56:06.530,102900005116714,0.389,8.0,销售,是
2020-08-27,20:56:22.405,102900011011546,1.0,4.9,销售,否
2020-08-27,20:56:31.108,102900011011546,1.0,4.9,销售,否
2020-08-27,20:56:49.936,102900011008522,1.065,8.0,销售,否
2020-08-27,20:57:45.483,102900005116714,0.351,8.0,销售,是
2020-08-27,20:59:16.436,102900005117056,0.33,7.6,销售,否
2020-08-27,20:59:19.436,102900005115786,0.526,8.0,销售,否
2020-08-27,20:59:22.061,102900005116714,0.827,8.0,销售,是
2020-08-27,20:59:27.561,102900005115960,1.185,5.0,销售,否
2020-08-27,21:00:20.960,102900005115984,0.2,9.0,销售,否
2020-08-27,21:00:36.858,102900005117056,0.515,7.6,销售,否
2020-08-27,21:01:05.186,102900005117056,0.383,7.6,销售,否
2020-08-27,21:01:05.536,102900011008522,1.203,8.0,销售,否
2020-08-27,21:02:30.061,102900005116714,0.414,8.0,销售,是
2020-08-27,21:02:52.588,102900005115786,0.251,8.0,销售,否
2020-08-27,21:02:52.988,102900005116714,0.426,8.0,销售,是
2020-08-27,21:03:32.295,102900005119944,0.206,18.0,销售,否
2020-08-27,21:03:40.951,102900005117056,0.238,7.6,销售,否
2020-08-27,21:03:42.358,102900005117056,0.277,7.6,销售,否
2020-08-27,21:04:08.905,102900011001806,1.0,5.9,销售,否
2020-08-27,21:04:21.436,102900005115823,0.471,10.0,销售,否
2020-08-27,21:04:28.703,102900005116790,0.664,8.0,销售,否
2020-08-27,21:04:28.801,102900011009970,0.501,8.0,销售,否
2020-08-27,21:04:31.498,102900011008522,0.865,8.0,销售,否
2020-08-27,21:04:42.694,102900005116714,0.238,8.0,销售,是
2020-08-27,21:04:49.957,102900005115762,0.401,6.0,销售,否
2020-08-27,21:05:25.731,102900011000328,0.476,8.0,销售,否
2020-08-27,21:05:26.014,102900051000944,0.284,33.8,销售,否
2020-08-27,21:06:52.068,102900005116714,0.501,8.0,销售,是
2020-08-27,21:09:43.219,102900005119944,0.106,18.0,销售,否
2020-08-27,21:10:16.776,102900005116714,0.338,8.0,销售,是
2020-08-27,21:10:21.405,102900011008522,1.316,8.0,销售,否
2020-08-27,21:10:35.685,102900005116509,0.539,8.0,销售,否
2020-08-27,21:10:35.769,102900005116226,0.215,7.0,销售,否
2020-08-27,21:10:35.853,102900051004294,0.075,8.0,销售,否
2020-08-27,21:11:27.419,102900005116714,0.426,8.0,销售,是
2020-08-27,21:11:56.783,102900005116714,0.389,8.0,销售,是
2020-08-27,21:12:06.826,102900005117056,0.224,7.6,销售,否
2020-08-27,21:12:11.560,102900005116530,0.143,23.8,销售,否
2020-08-27,21:12:11.663,102900005116714,0.313,8.0,销售,是
2020-08-27,21:13:11.815,102900011009970,0.389,8.0,销售,否
2020-08-27,21:13:52.045,102900005117056,0.29,7.6,销售,否
2020-08-27,21:14:01.807,102900005116714,0.426,8.0,销售,是
2020-08-27,21:14:54.214,102900005125808,0.09,10.0,销售,否
2020-08-27,21:15:12.819,102900005116530,0.088,23.8,销售,否
2020-08-27,21:15:54.159,102900005117056,0.29,7.6,销售,否
2020-08-27,21:16:48.885,102900011008522,1.216,8.0,销售,否
2020-08-27,21:16:48.983,102900005116509,0.927,8.0,销售,否
2020-08-27,21:16:49.178,102900005115793,0.545,18.0,销售,否
2020-08-27,21:19:18.063,102900005117056,0.356,7.6,销售,否
2020-08-27,21:20:10.810,102900011000328,0.564,8.0,销售,否
2020-08-27,21:20:11.493,102900051004294,0.188,8.0,销售,否
2020-08-27,21:21:46.255,102900005117056,0.303,7.6,销售,否
2020-08-27,21:22:43.835,102900005117056,0.369,7.6,销售,否
2020-08-27,21:23:13.108,102900005116714,0.401,8.0,销售,是
2020-08-27,21:24:47.498,102900005117056,0.712,7.6,销售,否
2020-08-27,21:25:57.030,102900005116530,0.231,23.8,销售,否
2020-08-27,21:27:07.422,102900005116714,0.865,8.0,销售,是
2020-08-27,21:28:35.326,102900011008522,0.952,8.0,销售,否
2020-08-27,21:31:04.560,102900011001806,1.0,5.9,销售,否
2020-08-27,21:32:56.839,102900011009970,0.514,8.0,销售,否
2020-08-27,21:33:04.545,102900005117056,0.145,7.6,销售,否
2020-08-27,21:35:55.708,102900011013274,1.0,7.9,销售,否
2020-08-27,21:39:14.135,102900005117056,0.119,7.6,销售,否
2020-08-27,21:39:14.462,102900011001219,0.291,10.0,销售,否
2020-08-27,21:39:14.714,102900005116257,0.277,13.0,销售,否
2020-08-27,21:39:17.245,102900011009970,0.639,8.0,销售,否
2020-08-27,21:46:03.248,102900005117056,0.567,7.6,销售,否
2020-08-27,21:56:50.904,102900011013274,1.0,7.9,销售,否
2020-08-27,21:56:51.071,102900011000328,0.213,8.0,销售,否
2020-08-27,21:56:51.401,102900005125808,0.13,10.0,销售,否
2020-08-28,09:18:33.483,102900051000944,0.257,33.8,销售,否
2020-08-28,09:18:35.575,102900005116899,0.892,10.0,销售,否
2020-08-28,09:19:43.526,102900005116899,0.561,10.0,销售,否
2020-08-28,09:22:06.358,102900005117056,0.251,6.0,销售,否
2020-08-28,09:23:24.109,102900005116509,0.464,8.0,销售,否
2020-08-28,09:23:27.437,102900005115779,0.326,8.0,销售,否
2020-08-28,09:23:42.299,102900005116530,0.059,23.8,销售,否
2020-08-28,09:23:54.920,102900005116530,0.193,23.8,销售,否
2020-08-28,09:24:43.746,102900005117056,0.502,6.0,销售,否
2020-08-28,09:24:43.851,102900005116899,1.333,10.0,销售,否
2020-08-28,09:25:15.988,102900005125808,0.08,10.0,销售,否
2020-08-28,09:25:16.289,102900005116899,0.281,10.0,销售,否
2020-08-28,09:25:16.488,102900005115984,0.301,9.0,销售,否
2020-08-28,09:25:16.787,102900005116547,0.241,10.0,销售,否
2020-08-28,09:25:34.123,102900005119975,0.377,4.0,销售,否
2020-08-28,09:26:09.453,102900005117056,0.217,6.0,销售,否
2020-08-28,09:26:28.625,102900005116899,0.752,10.0,销售,否
2020-08-28,09:26:32.748,102900005115779,0.288,8.0,销售,否
2020-08-28,09:26:48.228,102900005115908,0.301,8.0,销售,否
2020-08-28,09:26:48.424,102900011009970,0.338,8.0,销售,否
2020-08-28,09:26:59.889,102900005117056,0.318,6.0,销售,否
2020-08-28,09:27:05.468,102900005117056,0.452,6.0,销售,否
2020-08-28,09:27:26.540,102900005115793,0.339,18.0,销售,否
2020-08-28,09:29:38.608,102900005115779,0.125,8.0,销售,否
2020-08-28,09:29:41.670,102900005117056,0.234,6.0,销售,否
2020-08-28,09:29:42.409,102900005118824,0.401,12.0,销售,否
2020-08-28,09:29:42.508,102900005117056,0.301,6.0,销售,否
2020-08-28,09:29:42.606,102900005116943,0.12,10.0,销售,否
2020-08-28,09:30:23.271,102900051010455,0.535,6.0,销售,否
2020-08-28,09:30:30.781,102900005119975,0.302,4.0,销售,否
2020-08-28,09:30:52.740,102900011006689,0.473,7.0,销售,否
2020-08-28,09:31:52.457,102900005115779,0.376,8.0,销售,否
2020-08-28,09:31:52.748,102900005117056,0.418,6.0,销售,否
2020-08-28,09:32:52.907,102900005117056,0.452,6.0,销售,否
2020-08-28,09:32:59.015,102900005117056,0.468,6.0,销售,否
2020-08-28,09:33:05.187,102900005116899,0.601,10.0,销售,否
2020-08-28,09:34:00.546,102900005115779,0.251,8.0,销售,否
2020-08-28,09:34:57.765,102900005125815,0.17,10.0,销售,否
2020-08-28,09:36:11.077,102900051010455,0.836,6.0,销售,否
2020-08-28,09:36:11.471,102900011009970,0.539,8.0,销售,否
2020-08-28,09:36:11.668,102900005116509,0.426,8.0,销售,否
2020-08-28,09:37:49.845,102900005117056,0.418,6.0,销售,否
2020-08-28,09:37:50.381,102900051004294,0.201,8.0,销售,否
2020-08-28,09:37:50.469,102900005115779,0.326,8.0,销售,否
2020-08-28,09:39:30.267,102900051010455,0.535,6.0,销售,否
2020-08-28,09:39:42.657,102900005118824,0.676,12.0,销售,否
2020-08-28,09:39:51.625,102900005115762,0.569,6.0,销售,否
2020-08-28,09:39:56.546,102900005117056,0.535,6.0,销售,否
2020-08-28,09:40:28.584,102900005115908,0.288,8.0,销售,否
2020-08-28,09:40:28.684,102900005115908,0.301,8.0,销售,否
2020-08-28,09:40:41.957,102900005119975,0.302,4.0,销售,否
2020-08-28,09:40:42.055,102900051010455,0.385,6.0,销售,否
2020-08-28,09:40:42.155,102900005117056,0.201,6.0,销售,否
2020-08-28,09:40:52.890,102900005117056,0.953,6.0,销售,否
2020-08-28,09:40:59.140,102900005119975,1.332,4.0,销售,否
2020-08-28,09:41:23.468,102900011009970,0.426,8.0,销售,否
2020-08-28,09:41:42.343,102900005117056,0.301,6.0,销售,否
2020-08-28,09:43:18.156,102900005116714,0.359,12.0,销售,否
2020-08-28,09:43:18.609,102900005117056,0.602,6.0,销售,否
2020-08-28,09:44:05.937,102900005116714,0.442,12.0,销售,否
2020-08-28,09:44:20.015,102900005117056,0.485,6.0,销售,否
2020-08-28,09:44:59.207,102900011009970,0.576,8.0,销售,否
2020-08-28,09:45:23.992,102900005125815,0.22,10.0,销售,否
2020-08-28,09:45:24.193,102900005117056,0.401,6.0,销售,否
2020-08-28,09:45:24.403,102900005116530,0.193,23.8,销售,否
2020-08-28,09:45:24.607,102900011009970,0.501,8.0,销售,否
2020-08-28,09:45:42.593,102900005115823,0.501,10.0,销售,否
2020-08-28,09:46:07.832,102900005116790,0.677,8.0,销售,否
2020-08-28,09:48:00.891,102900005117056,0.217,6.0,销售,否
2020-08-28,09:48:11.302,102900051010455,0.485,6.0,销售,否
2020-08-28,09:50:27.391,102900005117056,0.1,6.0,销售,否
2020-08-28,09:51:17.780,102900005116790,0.564,8.0,销售,否
2020-08-28,09:51:52.342,102900005116547,0.341,10.0,销售,否
2020-08-28,09:51:53.671,102900005115823,0.391,10.0,销售,否
2020-08-28,09:52:01.873,102900011009970,0.263,8.0,销售,否
2020-08-28,09:52:07.592,102900011000328,0.251,8.0,销售,否
2020-08-28,09:52:10.561,102900005116714,0.401,12.0,销售,否
2020-08-28,09:52:19.311,102900005116530,0.244,23.8,销售,否
2020-08-28,09:52:30.784,102900005116790,0.652,8.0,销售,否
2020-08-28,09:52:30.881,102900005116547,0.401,10.0,销售,否
2020-08-28,09:52:50.859,102900005116899,0.681,10.0,销售,否
2020-08-28,09:53:27.911,102900005119975,0.653,4.0,销售,否
2020-08-28,09:54:14.562,102900051004294,0.075,8.0,销售,否
2020-08-28,09:54:20.031,102900005117056,0.217,6.0,销售,否
2020-08-28,09:54:31.078,102900005118824,0.434,12.0,销售,否
2020-08-28,09:54:39.218,102900005116233,0.125,8.0,销售,否
2020-08-28,09:54:41.194,102900005117056,0.669,6.0,销售,否
2020-08-28,09:54:47.687,102900005119975,0.653,4.0,销售,否
2020-08-28,09:54:58.343,102900005116943,0.13,10.0,销售,否
2020-08-28,09:55:01.359,102900011009970,0.602,8.0,销售,否
2020-08-28,09:55:03.031,102900005116547,0.17,10.0,销售,否
2020-08-28,09:55:03.296,102900051000944,0.263,33.8,销售,否
2020-08-28,09:55:07.484,102900005115823,0.511,10.0,销售,否
2020-08-28,09:55:20.684,102900005116530,0.29,23.8,销售,否
2020-08-28,09:55:28.505,102900005117056,0.268,6.0,销售,否
2020-08-28,09:55:28.605,102900005119975,0.327,4.0,销售,否
2020-08-28,09:55:29.167,102900005115984,0.156,9.0,销售,否
2020-08-28,09:55:43.311,102900005117056,0.201,6.0,销售,否
2020-08-28,09:55:58.525,102900051010455,0.987,6.0,销售,否
2020-08-28,09:55:58.821,102900005118824,0.284,12.0,销售,否
2020-08-28,09:56:08.453,102900005115823,0.501,10.0,销售,否
2020-08-28,09:56:28.890,102900051010455,0.753,6.0,销售,否
2020-08-28,09:57:33.967,102900005125808,0.1,10.0,销售,否
2020-08-28,09:57:44.374,102900005117056,0.468,6.0,销售,否
2020-08-28,09:58:17.734,102900005115908,0.514,8.0,销售,否
2020-08-28,09:58:31.936,102900051010455,0.368,6.0,销售,否
2020-08-28,09:58:51.468,102900005119975,0.352,4.0,销售,否
2020-08-28,09:59:57.500,102900005116714,0.434,12.0,销售,否
2020-08-28,09:59:57.695,102900005116530,0.143,23.8,销售,否
2020-08-28,09:59:57.970,102900005116899,0.2,10.0,销售,否
2020-08-28,10:00:47.608,102900005116530,0.231,23.8,销售,否
2020-08-28,10:01:25.686,102900005117056,0.368,6.0,销售,否
2020-08-28,10:01:48.375,102900005116899,0.421,10.0,销售,否
2020-08-28,10:01:50.066,102900051000944,0.237,33.8,销售,否
2020-08-28,10:01:50.411,102900005117056,0.318,6.0,销售,否
2020-08-28,10:01:55.366,102900005116714,0.392,12.0,销售,否
2020-08-28,10:02:37.811,102900005117056,1.472,6.0,销售,否
2020-08-28,10:03:59.483,102900005115779,0.363,8.0,销售,否
2020-08-28,10:04:19.656,102900005117056,0.318,6.0,销售,否
2020-08-28,10:04:34.078,102900005115823,0.341,10.0,销售,否
2020-08-28,10:05:02.984,102900005116257,0.74,13.0,销售,否
2020-08-28,10:05:09.281,102900005115793,1.046,18.0,销售,否
2020-08-28,10:05:20.578,102900005117056,0.485,6.0,销售,否
2020-08-28,10:06:38.921,102900011009970,0.401,8.0,销售,否
2020-08-28,10:06:56.694,102900005116714,1.419,12.0,销售,否
2020-08-28,10:07:16.155,102900005115908,0.614,8.0,销售,否
2020-08-28,10:08:00.124,102900005115823,0.291,10.0,销售,否
2020-08-28,10:08:00.295,102900005115908,0.276,8.0,销售,否
2020-08-28,10:09:33.701,102900005117056,0.468,6.0,销售,否
2020-08-28,10:10:12.522,102900005116547,0.441,10.0,销售,否
2020-08-28,10:10:25.123,102900011009970,0.389,8.0,销售,否
2020-08-28,10:10:44.046,102900005119975,0.276,4.0,销售,否
2020-08-28,10:11:31.920,102900005116899,0.471,10.0,销售,否
2020-08-28,10:11:51.544,102900005115984,0.245,9.0,销售,否
2020-08-28,10:12:30.752,102900005115984,0.368,9.0,销售,否
2020-08-28,10:13:38.686,102900005115779,0.238,8.0,销售,否
2020-08-28,10:14:06.828,102900005119975,0.251,4.0,销售,否
2020-08-28,10:14:28.627,102900005115779,0.464,8.0,销售,否
2020-08-28,10:14:28.725,102900005115984,0.457,9.0,销售,否
2020-08-28,10:14:28.823,102900051010455,0.401,6.0,销售,否
2020-08-28,10:14:28.921,102900005117056,0.234,6.0,销售,否
2020-08-28,10:14:29.019,102900005125815,0.321,10.0,销售,否
2020-08-28,10:14:44.864,102900005115793,0.367,18.0,销售,否
2020-08-28,10:14:45.035,102900005115908,0.276,8.0,销售,否
2020-08-28,10:14:45.464,102900005115823,0.752,10.0,销售,否
2020-08-28,10:14:49.886,102900005115779,0.288,8.0,销售,否
2020-08-28,10:15:08.040,102900005115779,0.238,8.0,销售,否
2020-08-28,10:15:14.134,102900005117056,0.184,6.0,销售,否
2020-08-28,10:15:14.329,102900005115779,0.363,8.0,销售,否
2020-08-28,10:15:37.071,102900051010455,0.619,6.0,销售,否
2020-08-28,10:15:39.180,102900005116530,0.092,23.8,销售,否
2020-08-28,10:15:39.662,102900005115823,0.381,10.0,销售,否
2020-08-28,10:15:40.040,102900051010455,0.669,6.0,销售,否
2020-08-28,10:15:59.234,102900005118824,0.301,12.0,销售,否
2020-08-28,10:16:12.576,102900005116899,0.782,10.0,销售,否
2020-08-28,10:17:17.783,102900051010455,0.485,6.0,销售,否
2020-08-28,10:17:41.728,102900005115762,0.401,6.0,销售,否
2020-08-28,10:17:41.826,102900005116530,0.29,23.8,销售,否
2020-08-28,10:17:42.223,102900051010455,0.351,6.0,销售,否
2020-08-28,10:18:17.250,102900005116547,0.451,10.0,销售,否
2020-08-28,10:18:17.397,102900005116257,0.254,13.0,销售,否
2020-08-28,10:18:17.590,102900005116899,0.531,10.0,销售,否
2020-08-28,10:18:17.879,102900005117056,0.385,6.0,销售,否
2020-08-28,10:18:18.077,102900011009970,0.564,8.0,销售,否
2020-08-28,10:18:18.175,102900005116547,0.501,10.0,销售,否
2020-08-28,10:18:28.850,102900051010455,0.535,6.0,销售,否
2020-08-28,10:18:33.106,102900011000328,0.326,8.0,销售,否
2020-08-28,10:19:12.017,102900005115823,0.591,10.0,销售,否
2020-08-28,10:19:39.671,102900005115779,0.251,8.0,销售,否
2020-08-28,10:20:00.304,102900005125808,0.09,10.0,销售,否
2020-08-28,10:20:00.602,102900005117056,0.385,6.0,销售,否
2020-08-28,10:21:58.858,102900011008522,0.426,8.0,销售,否
2020-08-28,10:22:17.655,102900051000463,0.311,10.0,销售,否
2020-08-28,10:22:24.373,102900051010455,0.552,6.0,销售,否
2020-08-28,10:22:28.983,102900005115779,0.201,8.0,销售,否
2020-08-28,10:23:14.332,102900005125815,0.381,10.0,销售,否
2020-08-28,10:23:14.528,102900005117056,0.201,6.0,销售,否
2020-08-28,10:23:31.543,102900051010455,0.452,6.0,销售,否
2020-08-28,10:23:49.212,102900005117056,0.368,6.0,销售,否
2020-08-28,10:24:28.653,102900005116714,0.384,12.0,销售,否
2020-08-28,10:24:29.046,102900005117056,0.217,6.0,销售,否
2020-08-28,10:24:29.144,102900005116233,0.113,8.0,销售,否
2020-08-28,10:24:39.552,102900005116530,0.156,23.8,销售,否
2020-08-28,10:24:39.650,102900005117056,0.535,6.0,销售,否
2020-08-28,10:24:39.748,102900005116714,0.401,12.0,销售,否
2020-08-28,10:24:40.122,102900005116899,0.361,10.0,销售,否
2020-08-28,10:24:40.591,102900051004294,0.226,8.0,销售,否
2020-08-28,10:25:11.075,102900005115779,0.313,8.0,销售,否
2020-08-28,10:25:23.241,102900051010455,1.238,6.0,销售,否
2020-08-28,10:26:22.377,102900005117056,0.418,6.0,销售,否
2020-08-28,10:27:54.385,102900005116233,0.226,8.0,销售,否
2020-08-28,10:27:54.881,102900005117056,0.284,6.0,销售,否
2020-08-28,10:27:55.183,102900005116714,0.451,12.0,销售,否
2020-08-28,10:27:56.299,102900005115793,0.362,18.0,销售,否
2020-08-28,10:28:01.673,102900005117056,0.418,6.0,销售,否
2020-08-28,10:28:09.125,102900005117056,0.234,6.0,销售,否
2020-08-28,10:28:15.389,102900005116530,0.256,23.8,销售,否
2020-08-28,10:28:50.578,102900005116943,0.06,10.0,销售,否
2020-08-28,10:28:52.875,102900005115908,0.489,8.0,销售,否
2020-08-28,10:29:08.397,102900005117056,0.953,6.0,销售,否
2020-08-28,10:29:08.482,102900051010455,0.736,6.0,销售,否
2020-08-28,10:29:27.170,102900005115984,0.334,9.0,销售,否
2020-08-28,10:29:35.296,102900005119975,0.402,4.0,销售,否
2020-08-28,10:30:19.852,102900005116530,0.5,23.8,销售,否
2020-08-28,10:31:00.280,102900005116943,0.22,10.0,销售,否
2020-08-28,10:31:03.639,102900005125808,0.762,10.0,销售,否
2020-08-28,10:31:07.218,102900005117056,0.435,6.0,销售,否
2020-08-28,10:31:56.937,102900005116530,0.139,23.8,销售,否
2020-08-28,10:32:03.343,102900005117056,0.351,6.0,销售,否
2020-08-28,10:32:24.368,102900005117056,0.301,6.0,销售,否
2020-08-28,10:32:46.500,102900005115779,0.326,8.0,销售,否
2020-08-28,10:33:14.098,102900005115779,0.326,8.0,销售,否
2020-08-28,10:34:10.358,102900005115984,0.445,9.0,销售,否
2020-08-28,10:35:08.486,102900005125815,0.21,10.0,销售,否
2020-08-28,10:35:08.653,102900005117056,0.134,6.0,销售,否
2020-08-28,10:36:44.144,102900005117056,0.485,6.0,销售,否
2020-08-28,10:37:05.108,102900005119975,0.804,4.0,销售,否
2020-08-28,10:37:06.434,102900051010455,0.418,6.0,销售,否
2020-08-28,10:38:07.764,102900005117056,0.452,6.0,销售,否
2020-08-28,10:38:26.750,102900005115984,0.345,9.0,销售,否
2020-08-28,10:38:39.515,102900051010455,0.301,6.0,销售,否
2020-08-28,10:39:10.546,102900005115984,0.301,9.0,销售,否
2020-08-28,10:39:57.421,102900011008522,0.677,8.0,销售,否
2020-08-28,10:40:21.109,102900005115960,0.602,5.0,销售,否
2020-08-28,10:40:30.531,102900005116530,0.13,23.8,销售,否
2020-08-28,10:40:38.389,102900011000328,0.288,8.0,销售,否
2020-08-28,10:40:53.701,102900005115823,0.281,10.0,销售,否
2020-08-28,10:40:58.155,102900005117056,0.284,6.0,销售,否
2020-08-28,10:41:20.687,102900005116530,0.139,23.8,销售,否
2020-08-28,10:41:24.578,102900005116899,0.391,10.0,销售,否
2020-08-28,10:41:42.140,102900005116233,0.301,8.0,销售,否
2020-08-28,10:41:44.437,102900005116547,0.501,10.0,销售,否
2020-08-28,10:41:46.147,102900005116714,0.292,12.0,销售,否
2020-08-28,10:41:46.246,102900005116530,0.202,23.8,销售,否
2020-08-28,10:41:56.093,102900005119975,0.352,4.0,销售,否
2020-08-28,10:42:04.500,106956146480197,1.0,4.9,销售,否
2020-08-28,10:43:00.836,102900005115908,0.501,8.0,销售,否
2020-08-28,10:43:01.169,102900005116509,1.09,8.0,销售,否
2020-08-28,10:43:06.171,102900051010455,0.401,6.0,销售,否
2020-08-28,10:43:56.843,102900005116547,0.461,10.0,销售,否
2020-08-28,10:43:57.414,102900011008522,0.79,8.0,销售,否
2020-08-28,10:44:09.647,102900005117056,0.502,6.0,销售,否
2020-08-28,10:44:36.231,102900005117056,0.585,6.0,销售,否
2020-08-28,10:45:40.869,102900005117056,0.401,6.0,销售,否
2020-08-28,10:47:30.156,102900005125815,0.431,10.0,销售,否
2020-08-28,10:47:51.406,102900005116714,0.526,12.0,销售,否
2020-08-28,10:48:21.421,102900011009970,0.401,8.0,销售,否
2020-08-28,10:48:25.562,102900005117056,0.401,6.0,销售,否
2020-08-28,10:49:31.717,102900051010455,0.485,6.0,销售,否
2020-08-28,10:49:44.467,102900005115779,0.288,8.0,销售,否
2020-08-28,10:49:47.123,102900005116899,0.291,10.0,销售,否
2020-08-28,10:50:05.156,102900005117056,0.619,6.0,销售,否
2020-08-28,10:50:12.281,102900011009970,0.627,8.0,销售,否
2020-08-28,10:51:40.125,102900051010455,0.351,6.0,销售,否
2020-08-28,10:52:17.468,102900051010455,0.552,6.0,销售,否
2020-08-28,10:52:29.646,102900005117056,0.552,6.0,销售,否
2020-08-28,10:52:58.437,102900005117056,0.418,6.0,销售,否
2020-08-28,10:53:16.454,102900005125815,0.331,10.0,销售,否
2020-08-28,10:53:16.552,102900005125808,0.09,10.0,销售,否
2020-08-28,10:53:44.906,102900005117056,0.418,6.0,销售,否
2020-08-28,10:55:16.811,102900005115823,0.361,10.0,销售,否
2020-08-28,10:55:52.880,102900051000944,0.225,33.8,销售,否
2020-08-28,10:55:53.176,102900005116790,0.689,8.0,销售,否
2020-08-28,10:56:03.967,102900005115762,0.552,6.0,销售,否
2020-08-28,10:56:19.823,102900005117056,0.234,6.0,销售,否
2020-08-28,10:56:28.030,102900051010455,1.02,6.0,销售,否
2020-08-28,10:57:00.530,102900005117056,0.452,6.0,销售,否
2020-08-28,10:57:05.730,102900005116714,0.434,12.0,销售,否
2020-08-28,10:57:05.829,102900005115762,0.569,6.0,销售,否
2020-08-28,10:57:06.026,102900011000328,0.426,8.0,销售,否
2020-08-28,10:57:57.046,102900005115823,0.301,10.0,销售,否
2020-08-28,10:58:41.587,102900005115823,0.641,10.0,销售,否
2020-08-28,10:59:02.640,102900005119975,0.302,4.0,销售,否
2020-08-28,10:59:08.975,102900005115908,0.238,8.0,销售,否
2020-08-28,10:59:12.765,102900005115762,0.452,6.0,销售,否
2020-08-28,10:59:33.225,102900011009970,1.028,8.0,销售,否
2020-08-28,11:00:34.373,102900005116912,0.219,16.0,销售,否
2020-08-28,11:02:08.468,102900051000463,0.822,10.0,销售,否
2020-08-28,11:03:17.421,102900005117056,0.284,6.0,销售,否
2020-08-28,11:03:23.154,102900011009970,0.652,8.0,销售,否
2020-08-28,11:03:27.414,102900005119975,0.352,4.0,销售,否
2020-08-28,11:04:40.247,102900005117056,0.552,6.0,销售,否
2020-08-28,11:04:40.442,102900051004294,0.288,8.0,销售,否
2020-08-28,11:04:40.822,102900005116257,0.347,13.0,销售,否
2020-08-28,11:04:41.022,102900005116547,0.17,10.0,销售,否
